Class,Roll,Name
10,191,"Abigale Abra"
10,68,"Addie Addy"
10,422,"Adore Adoree"
10,347,"Aggy Agna"
10,255,"Ailyn Aime"
10,95,"Alameda Alana"
10,366,"Alessandra Aleta"
10,445,"Alethea Alex"
10,441,"Alexa Alexandra"
10,233,"Alikee Alina"
10,4,"Aline Alis"
10,341,"Alisun Alix"
10,429,"Amabelle Amalea"
10,491,"Ameline Amelita"
10,6,"Amitie Amity"
10,453,"Angeline Angelique"
10,160,"Anni Annice"
10,320,"Anstice Anthe"
10,423,"Ara Arabel"
10,223,"Ardelle Arden"
10,380,"Ariella Arielle"
10,327,"Arlyn Arlyne"
10,29,"Ashleigh Ashlen"
10,369,"Aubrette Aubrey"
10,158,"Aurel Aurelea"
10,5,"Bambie Bamby"
10,286,"Barbara Barbara-Anne"
10,450,"Barbie Barbra"
10,42,"Beatrix Beatriz"
10,82,"Beitris Bekki"
10,79,"Berenice Beret"
10,413,"Berny Berri"
10,111,"Berrie Berry"
10,206,"Bethena Bethina"
10,472,"Beverie Beverlee"
10,101,"Beverley Beverlie"
10,271,"Bidget Bili"
10,418,"Bill Billi"
10,232,"Bobbette Bobbi"
10,313,"Bonnee Bonni"
10,208,"Brandea Brandi"
10,64,"Brenda Brenn"
10,89,"Britte Britteny"
10,196,"Cami Camila"
10,408,"Carole Carolee"
10,190,"Cary Caryl"
10,110,"Casie Cass"
10,339,"Cassie Cassondra"
10,351,"Catherina Catherine"
10,96,"Celesta Celeste"
10,29,"Charity Charla"
10,152,"Cherida Cherie"
10,278,"Chickie Chicky"
10,422,"Ciel Cilka"
10,365,"Cleopatra Clerissa"
10,184,"Colly Con"
10,290,"Consolata Constance"
10,160,"Corinna Corinne"
10,384,"Cornelle Cornie"
10,193,"Cortney Cory"
10,30,"Cyndi Cyndia"
10,96,"Dani Dania"
10,88,"Dannie Danny"
10,95,"Dannye Danya"
10,125,"Darline Darlleen"
10,213,"Darsie Darya"
10,234,"Dasha Dasi"
10,235,"Dasie Dasya"
10,58,"Deanna Deanne"
10,444,"Debi Debor"
10,70,"Dennie Denny"
10,92,"Deva Devan"
10,343,"Dianemarie Diann"
10,447,"Dolly Dolores"
10,217,"Dominique Dona"
10,493,"Dorice Dorie"
10,252,"Dorothea Dorothee"
10,62,"Dotty Dre"
10,495,"Druci Drucie"
10,188,"Drusilla Drusy"
10,6,"Dyann Dyanna"
10,413,"Eda Eddi"
10,409,"Elberta Elbertina"
10,130,"Elfrida Elfrieda"
10,253,"Elga Elianora"
10,295,"Ellissa Elly"
10,335,"Else Elset"
10,465,"Erika Erin"
10,294,"Ernaline Ernesta"
10,450,"Ethel Ethelda"
10,130,"Ethyl Etta"
10,324,"Faustine Fawn"
10,13,"Faye Fayette"
