Class,Roll,Name
8,363,"Abigael Abigail"
8,70,"Adella Adelle"
8,285,"Adorne Adrea"
8,85,"Agatha Agathe"
8,314,"Agnella Agnes"
8,315,"Agretha Aida"
8,32,"Alexandrina Alexi"
8,210,"Alfi Alfie"
8,276,"Alverta Alvina"
8,30,"Alys Alysa"
8,370,"Amata Amber"
8,198,"Anabella Anabelle"
8,425,"Angela Angele"
8,437,"Annamarie Anne"
8,343,"Annissa Annmaria"
8,441,"Antonella Antonetta"
8,122,"Arliene Arlina"
8,289,"Audi Audie"
8,364,"Audry Audrye"
8,29,"Auroora Aurora"
8,295,"Ava Aveline"
8,216,"Babs Bambi"
8,361,"Beckie Becky"
8,497,"Belicia Belinda"
8,25,"Belle Bellina"
8,358,"Bernelle Bernete"
8,357,"Bess Bessie"
8,350,"Bethanne Bethany"
8,374,"Betteanne Betti"
8,174,"Binnie Binny"
8,22,"Blakeley Blanca"
8,180,"Brittan Brittaney"
8,295,"Brittni Brook"
8,264,"Cammie Cammy"
8,173,"Caresse Carey"
8,64,"Carina Carine"
8,322,"Carmen Carmencita"
8,366,"Carmina Carmine"
8,427,"Cassy Catarina"
8,314,"Cathrin Cathrine"
8,463,"Celestia Celestina"
8,155,"Celestyna Celia"
8,310,"Celie Celina"
8,158,"Cher Chere"
8,394,"Cherri Cherrita"
8,432,"Cheslie Chiarra"
8,453,"Chlo Chloe"
8,279,"Christi Christian"
8,413,"Christyna Chrysa"
8,486,"Cinda Cindee"
8,400,"Claire Clara"
8,38,"Clarie Clarinda"
8,70,"Claudine Clea"
8,139,"Clemmy Cleo"
8,175,"Courtnay Courtney"
8,184,"Crissie Crissy"
8,74,"Cristal Cristen"
8,434,"Cristin Cristina"
8,439,"Daile Daisey"
8,422,"Damaris Damita"
8,134,"Darda Dareen"
8,223,"Darell Darelle"
8,379,"Debra Dede"
8,383,"Dee Dee"
8,124,"Della Delly"
8,432,"Delphine Delphinia"
8,129,"Dinah Dinnie"
8,14,"Donna Donnamarie"
8,48,"Dot Doti"
8,29,"Drona Dru"
8,54,"Ede Edee"
8,429,"Edythe Effie"
8,186,"Elaine Elana"
8,101,"Elane Elayne"
8,344,"Elwira Elyn"
8,16,"Emlyn Emlynn"
8,500,"Erena Erica"
8,347,"Erina Erinn"
8,124,"Ermina Erminia"
8,68,"Esta Estel"
8,301,"Estele Estell"
8,293,"Etheline Ethelyn"
8,327,"Eve Eveleen"
8,206,"Evelina Eveline"
8,4,"Farra Farrah"
8,356,"Fayina Fayre"
8,5,"Fidelity Fifi"
8,490,"Francesca Francine"
8,18,"Freda Freddi"
8,170,"Freddie Freddy"
8,135,"Gabrielle Gabriellia"
8,23,"Genevra Genia"
8,426,"Genna Genni"
8,77,"Geraldine Gerda"
8,456,"Gilli Gillian"
8,459,"Ginelle Ginevra"
8,266,"Giovanna Gipsy"
8,37,"Giulia Giulietta"
8,71,"Glen Glenda"
8,9,"Glenna Glennie"
8,194,"Gloriane Glory"
8,41,"Golda Goldarina"
8,191,"Gratiana Gray"
8,321,"Gretta Grier"
8,300,"Gwendolyn Gweneth"
8,250,"Heda Hedda"
8,39,"Heida Heidi"
8,170,"Helene Helenka"
8,160,"Helga Helge"
8,314,"Helsa Helyn"
8,415,"Holly Holly-Anne"
8,365,"Hollyanne Honey"
8,457,"Ida Idalia"
8,367,"Ilyse Ilyssa"
8,448,"Jamie Jamima"
8,252,"Janice Janie"
8,308,"Jeane Jeanelle"
8,245,"Jeanne Jeannette"
8,79,"Jeannie Jeannine"
8,57,"Jerrilee Jerrilyn"
8,133,"Jocelyn Jocelyne"
8,395,"Joellen Joelly"
8,177,"Kacey Kacie"
8,270,"Kailey Kaitlin"
8,148,"Karalee Karalynn"
8,489,"Karita Karla"
8,304,"Karlotte Karly"
8,471,"Karlyn Karmen"
8,42,"Karyl Karylin"
8,409,"Katee Katerina"
8,10,"Kathy Kathye"
8,136,"Kaylyn Keeley"
8,204,"Kelcie Kelcy"
8,150,"Kelly Kellyann"
8,304,"Kelsy Kendra"
8,371,"Kerrin Kerry"
8,394,"Kerstin Kesley"
8,325,"Kessiah Ketti"
8,164,"Kira Kirbee"
8,445,"Kitty Kizzee"
8,441,"Kristien Kristin"
8,149,"Krysta Krystal"
8,107,"Lauralee Laure"
8,433,"Leah Leandra"
8,431,"Leann Leanna"
8,467,"Leanor Leanora"
8,295,"Leeanne Leela"
8,208,"Legra Leia"
8,74,"Leigh Leigha"
8,351,"Lelah Leland"
8,461,"Lenee Lenette"
8,291,"Leonie Leonora"
8,230,"Letitia Letizia"
8,72,"Lidia Liesa"
8,477,"Lilah Lilas"
8,150,"Lissa Lissi"
8,337,"Loella Lois"
8,41,"Loreen Lorelei"
8,29,"Luce Luci"
8,306,"Lurline Lusa"
8,382,"Lyn Lynda"
8,28,"Lyndy Lynea"
8,236,"Maia Maible"
8,316,"Malanie Malena"
8,281,"Malissa Malissia"
8,205,"Mallissa Mallorie"
8,368,"Marcy Mareah"
8,339,"Marianna Marianne"
8,419,"Maribeth Marice"
8,70,"Mariya Marj"
8,177,"Marnia Marnie"
8,373,"Martita Marty"
8,417,"Martynne Mary"
8,162,"Marya Maryann"
8,441,"Maryellen Maryjane"
8,352,"Melba Melesa"
8,299,"Melisande Melisandra"
8,309,"Mellicent Mellie"
8,265,"Melody Melonie"
8,152,"Merola Merralee"
8,291,"Micheline Michell"
8,289,"Midge Mignon"
8,157,"Minni Minnie"
8,159,"Minnnie Minny"
8,387,"Mela Miquela"
8,75,"Mira Mirabel"
8,263,"Morgana Morganica"
8,73,"Morganne Morgen"
8,148,"Nalani Nan"
8,304,"Nanni Nannie"
8,438,"Natka Natty"
8,455,"Nertie Nerty"
8,231,"Nike Niki"
8,191,"Nikoletta Nikolia"
8,331,"Nolana Nolie"
8,151,"Norri Norrie"
8,404,"Odella Odelle"
8,175,"Olga Olia"
8,468,"Olivie Oliy"
8,280,"Oona Opal"
8,353,"Orelia Orelie"
8,202,"Orella Orelle"
8,76,"Patrizia Patsy"
8,447,"Paulette Pauli"
8,286,"Pearline Peg"
8,298,"Pegeen Peggi"
8,410,"Petrina Petronella"
8,333,"Phillie Phillis"
8,222,"Pia Pier"
8,336,"Priscilla Prissie"
8,173,"Prudi Prudy"
8,476,"Prue Queenie"
8,125,"Quintina Rachael"
8,362,"Raeann Raf"
8,231,"Rakel Ralina"
8,213,"Renee Renell"
8,19,"Rhiamon Rhianna"
8,348,"Riannon Rianon"
8,489,"Rica Ricca"
8,304,"Robena Robenia"
8,271,"Robina Robinet"
8,86,"Roby Robyn"
8,190,"Rodi Rodie"
8,4,"Ronnica Ronnie"
8,306,"Rora Rori"
8,52,"Rosalind Rosalinda"
8,150,"Rosie Rosina"
8,92,"Rubina Ruby"
8,280,"Ruperta Ruth"
8,329,"Sandra Sandy"
8,430,"Sari Sarina"
8,221,"Seana Seka"
8,82,"Shanda Shandee"
8,280,"Sharla Sharleen"
8,316,"Shaylyn Shaylynn"
8,184,"Sherilyn Sherline"
8,272,"Sigrid Sile"
8,259,"Silvie Simona"
8,392,"Sophey Sophi"
8,281,"Stella Stepha"
8,434,"Storm Stormi"
8,95,"Suzann Suzanna"
8,112,"Tallia Tallie"
8,395,"Tamma Tammara"
8,387,"Terry Terrye"
8,157,"Tessy Thalia"
8,54,"Theressa Therine"
8,269,"Thomasin Thomasina"
8,174,"Thomasine Tiena"
8,258,"Tiffy Tilda"
8,5,"Tish Tisha"
8,369,"Tobe Tobey"
8,113,"Tommy Toni"
8,39,"Tracie Tracy"
8,105,"Trixy Truda"
8,495,"Twyla Tybi"
8,390,"Valma Valry"
8,317,"Van Vanda"
8,123,"Vanya Veda"
8,466,"Viviyan Vivyan"
8,35,"Vyky Wallie"
8,336,"Wynn Wynne"
8,82,"Ynez Yoko"
8,116,"Yoshi Yoshiko"
8,18,"Yvette Yvonne"
8,96,"Zola Zonda"
