Class,Roll,Name
2,150,"Abby Abbye"
2,497,"Afton Ag"
2,404,"Ailis Ailsun"
2,468,"Alberta Albertina"
2,287,"Alena Alene"
2,98,"Alexia Alexina"
2,29,"Alie Alika"
2,347,"Allene Alli"
2,244,"Almeria Almeta"
2,433,"Aloysia Alta"
2,475,"Alvinia Alvira"
2,144,"Alyssa Amabel"
2,349,"Anallese Anallise"
2,106,"Andrea Andreana"
2,469,"Angie Angil"
2,474,"Angy Ania"
2,200,"Ann Ann-Marie"
2,207,"Annmarie Annnora"
2,440,"Anthiathia Antoinette"
2,397,"Arabela Arabele"
2,210,"Ardys Ardyth"
2,285,"Ashil Ashla"
2,415,"Auria Aurie"
2,1,"Avril Avrit"
2,160,"Babara Babb"
2,239,"Barbey Barbi"
2,24,"Bee Beilul"
2,356,"Berte Bertha"
2,158,"Bibbye Bibi"
2,293,"Blair Blaire"
2,75,"Blanch Blancha"
2,448,"Blanche Blinni"
2,232,"Blinnie Blinny"
2,219,"Bobina Bobine"
2,500,"Brandise Brandy"
2,245,"Brenna Brett"
2,138,"Brunhilda Brunhilde"
2,426,"Brynna Brynne"
2,72,"Cal Calida"
2,105,"Callie Cally"
2,97,"Candace Candi"
2,380,"Caren Carena"
2,53,"Carroll Carry"
2,288,"Catha Catharina"
2,351,"Cathleen Cathlene"
2,495,"Cathryn Cathy"
2,483,"Catlaina Catlee"
2,393,"Cecelia Cecil"
2,135,"Cecilia Cecilla"
2,183,"Cesya Chad"
2,83,"Charmain Charmaine"
2,270,"Cherianne Cherice"
2,383,"Chrysler Chrystal"
2,355,"Cindelyn Cinderella"
2,91,"Claudelle Claudetta"
2,166,"Claudie Claudina"
2,180,"Clotilda Clovis"
2,153,"Concordia Conni"
2,246,"Coreen Corella"
2,167,"Corrina Corrine"
2,494,"Daisi Daisie"
2,114,"Dalila Dallas"
2,330,"Dana Danell"
2,500,"Danyelle Danyette"
2,187,"Darcey Darci"
2,205,"Deana Deane"
2,393,"Debbie Debby"
2,400,"Dee Deeann"
2,153,"Denyse Deonne"
2,116,"Diane Diane-Marie"
2,14,"Dierdre Dina"
2,305,"Dinny Dion"
2,104,"Domeniga Dominga"
2,108,"Dorella Dorelle"
2,85,"Dorey Dori"
2,80,"Dory Dosi"
2,485,"Dotti Dottie"
2,44,"Drucill Drucy"
2,36,"Edi Edie"
2,466,"Elva Elvera"
2,217,"Elvina Elvira"
2,188,"Elyse Elysee"
2,103,"Elysha Elysia"
2,239,"Engracia Enid"
2,169,"Eolanda Eolande"
2,73,"Erinna Erma"
2,241,"Ermengarde Ermentrude"
2,115,"Eryn Esma"
2,41,"Evania Evanne"
2,58,"Faunie Faustina"
2,474,"Felice Felicia"
2,139,"Felicity Felicle"
