Class,Roll,Name
6,278,"Abagael Abagail"
6,294,"Abbe Abbey"
6,68,"Adele Adelheid"
6,306,"Agace Agata"
6,337,"Aggi Aggie"
6,125,"Agnese Agnesse"
6,83,"Agneta Agnola"
6,482,"Alexine Alexis"
6,87,"Alica Alice"
6,209,"Alison Alissa"
6,119,"Alleen Allegra"
6,422,"Allianora Allie"
6,228,"Almira Almire"
6,359,"Alyce Alyda"
6,273,"Ami Amie"
6,379,"Andria Andriana"
6,23,"Anet Anett"
6,191,"Annabela Annabell"
6,322,"Anselma Ansley"
6,126,"Ardelis Ardella"
6,233,"Ariana Aridatha"
6,351,"Arleen Arlen"
6,494,"Arleyne Arlie"
6,187,"Auguste Augustina"
6,344,"Barbaraanne Barbe"
6,293,"Barrie Barry"
6,191,"Bel Belia"
6,215,"Berni Bernice"
6,58,"Blake Blakelee"
6,99,"Blondelle Blondie"
6,478,"Bonnibelle Bonnie"
6,319,"Bren Brena"
6,292,"Brianna Brianne"
6,263,"Brittani Brittany"
6,347,"Brooke Brooks"
6,464,"Cacilia Cacilie"
6,134,"Calla Calley"
6,37,"Candide Candie"
6,83,"Carlene Carley"
6,155,"Carmella Carmelle"
6,399,"Carrie Carrissa"
6,282,"Cathee Catherin"
6,488,"Catlin Catrina"
6,297,"Catriona Caty"
6,7,"Cecily Ceil"
6,393,"Charisse Charita"
6,311,"Charmane Charmian"
6,389,"Charmine Charmion"
6,142,"Chloette Chloris"
6,185,"Chrissy Christa"
6,277,"Christabel Christabella"
6,275,"Christie Christin"
6,1,"Christina Christine"
6,105,"Cloe Cloris"
6,470,"Concettina Conchita"
6,265,"Constanta Constantia"
6,49,"Constantina Constantine"
6,450,"Corabel Corabella"
6,482,"Corrianne Corrie"
6,63,"Cristi Cristie"
6,87,"Darb Darbie"
6,350,"Darby Darcee"
6,316,"Datha Daune"
6,23,"Debee Debera"
6,201,"Dedie Dedra"
6,210,"Demeter Demetra"
6,70,"Dena Deni"
6,172,"Denna Denni"
6,341,"Desdemona Desirae"
6,139,"Dionne Dita"
6,159,"Dody Doe"
6,454,"Doralynne Dore"
6,303,"Dorthea Dorthy"
6,99,"Dynah Eachelle"
6,86,"Elena Elene"
6,367,"Elianore Elicia"
6,19,"Elli Ellie"
6,97,"Elsey Elsi"
6,312,"Enrika Enriqueta"
6,175,"Estella Estelle"
6,44,"Eugenia Eugenie"
6,12,"Fanchette Fanchon"
6,269,"Fanni Fannie"
6,485,"Fenelia Feodora"
6,438,"Flor Flora"
6,402,"Francene Frances"
6,200,"Frank Frankie"
6,22,"Gabi Gabie"
6,35,"Gayla Gayle"
6,237,"Gerrilee Gerry"
6,307,"Ginger Ginni"
6,137,"Gloria Gloriana"
6,152,"Gusty Gwen"
6,491,"Hana Hanna"
6,478,"Harriett Harrietta"
6,473,"Hattie Hatty"
6,30,"Henrie Henrieta"
6,446,"Hyacinthia Hyacinthie"
6,383,"Ileane Ilene"
6,162,"Ines Inesita"
6,94,"Inessa Inez"
6,89,"Inger Ingrid"
6,73,"Isabella Isabelle"
6,298,"Ivonne Ivory"
6,126,"Jacinta Jacintha"
6,72,"Jacki Jackie"
6,95,"Jacquenette Jacquetta"
6,199,"Jada Jade"
6,87,"Janeta Janetta"
6,424,"Jaymee Jayne"
6,185,"Jemmy Jen"
6,383,"Jena Jenda"
6,400,"Jillana Jillane"
6,418,"Jo Jo"
6,219,"Jodie Jody"
6,210,"Jonell Joni"
6,114,"Judy Judye"
6,254,"Kacy Kaela"
6,464,"Kai Kaia"
6,120,"Kaila Kaile"
6,181,"Kaja Kakalina"
6,351,"Karil Karilynn"
6,55,"Kaye Kayla"
6,484,"Kelcey Kelci"
6,44,"Keri Keriann"
6,58,"Kiersten Kikelia"
6,5,"Kissee Kissiah"
6,343,"Lacee Lacey"
6,194,"Larina Larine"
6,276,"Leelah Leena"
6,374,"Lexi Lexie"
6,446,"Lezlie Lia"
6,155,"Lindsey Lindsy"
6,484,"Linnet Linnie"
6,108,"Lisbeth Lise"
6,497,"Lisetta Lisette"
6,412,"Liza Lizabeth"
6,303,"Loleta Lolita"
6,362,"Loralee Loralie"
6,142,"Lorelle Loren"
6,219,"Lucita Lucky"
6,391,"Lura Lurette"
6,423,"Luz Lyda"
6,398,"Mada Madalena"
6,266,"Maressa Marga"
6,21,"Margarete Margaretha"
6,167,"Marguerite Margy"
6,201,"Mari Maria"
6,194,"Marieann Mariejeanne"
6,208,"Mariel Mariele"
6,247,"Marielle Mariellen"
6,450,"Marietta Mariette"
6,23,"Maris Marisa"
6,241,"Marja Marje"
